timestamp,open,high,low,close,volume
2026-05-18 00:15:00+00:00,2119.4,2124.6,2107.2,2112.0,6967.6672
2026-05-18 00:30:00+00:00,2112.2,2114.7,2103.9,2108.5,11715.4867
2026-05-18 00:45:00+00:00,2108.6,2114.6,2105.7,2114.5,5367.271
2026-05-18 01:00:00+00:00,2114.4,2119.1,2111.0,2112.2,3592.4831
2026-05-18 01:15:00+00:00,2112.1,2112.4,2105.4,2109.9,4592.5586
2026-05-18 01:30:00+00:00,2109.9,2112.0,2108.4,2110.0,3320.5874
2026-05-18 01:45:00+00:00,2110.0,2120.4,2106.3,2116.4,2674.7946
2026-05-18 02:00:00+00:00,2116.4,2122.8,2114.6,2122.5,2378.6374
2026-05-18 02:15:00+00:00,2122.4,2122.8,2116.9,2119.0,2413.8394
2026-05-18 02:30:00+00:00,2119.0,2120.3,2113.6,2116.5,1386.925
2026-05-18 02:45:00+00:00,2116.5,2119.5,2111.5,2115.5,2680.2968
2026-05-18 03:00:00+00:00,2115.6,2122.7,2115.0,2116.7,1730.9
2026-05-18 03:15:00+00:00,2116.8,2119.8,2116.4,2119.0,1296.8362
2026-05-18 03:30:00+00:00,2119.0,2120.6,2115.0,2120.6,1034.3555
2026-05-18 03:45:00+00:00,2120.4,2120.5,2115.9,2117.5,679.2991
2026-05-18 04:00:00+00:00,2117.5,2121.4,2116.7,2120.9,809.4103
2026-05-18 04:15:00+00:00,2120.8,2121.1,2113.3,2114.6,948.5324
2026-05-18 04:30:00+00:00,2114.6,2121.0,2113.8,2121.0,995.6906
2026-05-18 04:45:00+00:00,2120.9,2124.5,2119.0,2123.7,6094.6455
2026-05-18 05:00:00+00:00,2123.7,2124.8,2121.9,2122.5,816.4176
2026-05-18 05:15:00+00:00,2122.6,2123.6,2118.5,2122.9,1842.1218
2026-05-18 05:30:00+00:00,2123.0,2124.2,2116.6,2118.5,1534.9959
2026-05-18 05:45:00+00:00,2118.5,2120.1,2116.1,2117.2,751.6051
2026-05-18 06:00:00+00:00,2117.3,2119.9,2110.3,2117.5,3148.2367
2026-05-18 06:15:00+00:00,2117.5,2120.2,2109.1,2112.5,3381.95
2026-05-18 06:30:00+00:00,2112.3,2116.7,2110.0,2116.6,5412.0325
2026-05-18 06:45:00+00:00,2116.5,2118.9,2116.0,2117.8,1654.4414
2026-05-18 07:00:00+00:00,2118.0,2120.7,2115.2,2116.6,1343.7375
2026-05-18 07:15:00+00:00,2116.6,2120.2,2110.9,2118.9,4180.1207
2026-05-18 07:30:00+00:00,2118.9,2122.6,2114.2,2114.8,2914.7871
2026-05-18 07:45:00+00:00,2115.0,2121.0,2114.9,2119.5,1259.0583
2026-05-18 08:00:00+00:00,2119.5,2122.7,2119.5,2119.8,2215.8446
2026-05-18 08:15:00+00:00,2119.8,2121.8,2118.8,2119.7,1612.3519
2026-05-18 08:30:00+00:00,2119.8,2120.1,2116.8,2117.0,832.477
2026-05-18 08:45:00+00:00,2117.1,2120.7,2116.2,2120.3,2708.7022
2026-05-18 09:00:00+00:00,2120.3,2120.8,2114.5,2117.1,1777.4724
2026-05-18 09:15:00+00:00,2117.0,2118.4,2115.5,2116.9,609.1283
2026-05-18 09:30:00+00:00,2116.9,2119.1,2115.1,2116.7,872.5729
2026-05-18 09:45:00+00:00,2116.6,2118.1,2115.5,2115.7,696.4996
2026-05-18 10:00:00+00:00,2115.7,2116.3,2111.3,2112.8,2952.8856
2026-05-18 10:15:00+00:00,2112.6,2115.9,2112.3,2114.8,3746.4226
2026-05-18 10:30:00+00:00,2115.1,2116.3,2112.1,2113.1,2052.7253
2026-05-18 10:45:00+00:00,2113.1,2116.4,2113.1,2113.3,927.2694
2026-05-18 11:00:00+00:00,2113.3,2114.0,2109.3,2112.1,2746.61
2026-05-18 11:15:00+00:00,2112.0,2114.8,2111.6,2113.5,1833.3378
2026-05-18 11:30:00+00:00,2113.5,2138.7,2112.0,2135.0,19208.8282
2026-05-18 11:45:00+00:00,2135.0,2135.8,2131.1,2132.5,6653.7003
2026-05-18 12:00:00+00:00,2132.5,2147.9,2132.4,2142.8,22757.4471
2026-05-18 12:15:00+00:00,2143.0,2149.6,2141.5,2143.9,15631.6964
2026-05-18 12:30:00+00:00,2143.8,2154.5,2141.8,2153.9,17356.0071
2026-05-18 12:45:00+00:00,2153.9,2156.1,2148.8,2149.9,7077.512
2026-05-18 13:00:00+00:00,2149.9,2150.3,2143.6,2147.2,6352.7587
