session_date,scan_et,symbol,side,entry,sl,tp,notional_usdt,wallet_before,wallet_after,pnl_usdt_gross,fee_usdt,pnl_usdt,pnl_r,outcome,ob_low,ob_high,impulse_pct,entry_mode
2026-03-16,10:00,COINUSDT,LONG,202.6,198.2537,211.2925,5.8325,14.7202,14.7366,0.0199,0.0035,0.0164,0.1588,session_close,198.74,202.6,0.012502,ob_prox
2026-03-17,09:30,COINUSDT,LONG,204.47,201.728,209.954,9.3407,14.7366,14.9815,0.2505,0.0056,0.2449,2.0,win,202.22,204.47,0.008206,ob_prox
2026-03-19,09:45,COINUSDT,LONG,195.7,194.1392,198.8216,15.9668,14.9815,15.2266,0.2547,0.0096,0.2451,2.0,win,194.66,195.7,0.016017,ob_prox
2026-03-25,10:45,COINUSDT,SHORT,186.67,189.0954,181.8192,9.9613,15.2266,15.4795,0.2589,0.006,0.2529,2.0,win,186.67,188.55,0.009228,ob_prox
2026-03-31,12:00,COINUSDT,LONG,167.12,165.0711,171.2178,10.732,15.4795,15.7363,0.2632,0.0064,0.2568,2.0,win,165.59,167.12,0.008395,ob_prox
2026-04-01,10:45,COINUSDT,LONG,175.1,172.6118,180.0765,9.4127,15.7363,15.5969,-0.1338,0.0056,-0.1394,-1.0,loss,173.12,175.1,0.013076,ob_prox
2026-04-06,13:00,COINUSDT,SHORT,176.57,178.2033,173.3035,14.3324,15.5969,15.7222,0.1339,0.0086,0.1253,1.0102,session_close,176.57,177.78,0.014323,ob_prox
2026-04-09,11:30,COINUSDT,LONG,171.97,170.1189,175.6722,12.4151,15.7222,15.5812,-0.1336,0.0074,-0.141,-1.0,loss,170.61,171.97,0.032084,ob_prox
2026-04-13,11:30,COINUSDT,SHORT,173.07,175.2426,168.7248,10.5502,15.5812,15.4865,-0.0884,0.0063,-0.0947,-0.6674,session_close,173.07,174.78,0.009802,ob_prox
2026-04-14,15:30,COINUSDT,LONG,184.27,183.0504,186.7091,19.8895,15.4865,15.4973,0.0227,0.0119,0.0108,0.1722,session_close,183.52,184.27,0.008994,ob_prox
2026-04-21,11:45,COINUSDT,SHORT,201.54,203.7595,197.1011,11.9616,15.4973,15.7536,0.2635,0.0072,0.2563,2.0,win,201.54,203.21,0.030491,ob_prox
2026-04-24,09:45,COINUSDT,SHORT,201.11,202.619,198.0921,17.8466,15.7536,15.8529,0.11,0.0107,0.0993,0.8218,session_close,201.11,202.08,0.009539,ob_prox
2026-04-28,10:45,COINUSDT,SHORT,192.39,195.3477,186.4746,8.765,15.8529,15.7129,-0.1347,0.0053,-0.14,-1.0,loss,192.39,194.87,0.011345,ob_prox
2026-05-01,09:45,COINUSDT,LONG,192.99,189.4783,200.0134,7.3399,15.7129,15.6435,-0.065,0.0044,-0.0694,-0.4869,session_close,189.97,192.99,0.013388,ob_prox
2026-05-05,14:45,COINUSDT,LONG,196.7,195.1095,199.8811,16.4442,15.6435,15.7189,0.0853,0.0099,0.0754,0.6413,session_close,195.6,196.7,0.009007,ob_prox
2026-05-07,11:15,COINUSDT,SHORT,194.99,197.0878,190.7944,12.419,15.7189,15.9786,0.2672,0.0075,0.2597,2.0,win,194.99,196.56,0.009919,ob_prox
2026-05-11,11:15,COINUSDT,LONG,209.11,206.4943,214.3414,10.8578,15.9786,16.2437,0.2716,0.0065,0.2651,2.0,win,207.05,209.11,0.016342,ob_prox
2026-05-13,14:15,COINUSDT,LONG,201.41,199.8211,204.5878,17.5022,16.2437,16.2827,0.0495,0.0105,0.039,0.3587,session_close,200.41,201.41,0.008223,ob_prox
2026-05-15,15:00,COINUSDT,SHORT,196.82,199.8146,190.8309,9.0967,16.2827,16.3368,0.0596,0.0055,0.0541,0.4308,session_close,196.82,199.14,0.013867,ob_prox
2026-05-21,11:30,COINUSDT,LONG,189.65,187.4581,194.0339,12.0146,16.3368,16.6073,0.2777,0.0072,0.2705,2.0,win,188.03,189.65,0.009268,ob_prox
2026-05-28,13:30,COINUSDT,LONG,180.56,178.7768,184.1263,14.2938,16.6073,16.7333,0.1346,0.0086,0.126,0.9534,session_close,179.3,180.56,0.008631,ob_prox
2026-05-29,11:30,COINUSDT,LONG,188.71,186.1686,193.7929,10.5613,16.7333,16.7477,0.0207,0.0063,0.0144,0.1456,session_close,186.7,188.71,0.053253,ob_prox
2026-06-02,09:45,COINUSDT,SHORT,175.71,178.6954,169.7392,8.3786,16.7477,16.8214,0.0787,0.005,0.0737,0.5527,session_close,175.71,178.19,0.010445,ob_prox
2026-06-03,10:30,COINUSDT,SHORT,167.62,169.7601,163.3398,11.1988,16.8214,17.1007,0.286,0.0067,0.2793,2.0,win,167.62,169.24,0.023409,ob_prox
2026-06-04,14:15,COINUSDT,LONG,164.58,163.4,166.9401,20.273,17.1007,17.0602,-0.0283,0.0122,-0.0405,-0.1949,session_close,163.92,164.58,0.011131,ob_prox
2026-06-08,15:00,COINUSDT,SHORT,162.51,164.1419,159.2462,14.441,17.0602,17.0808,0.0293,0.0087,0.0206,0.2022,session_close,162.51,163.62,0.011861,ob_prox
2026-06-09,11:45,COINUSDT,SHORT,154.17,156.3481,149.8138,10.2766,17.0808,16.9813,-0.0933,0.0062,-0.0995,-0.6428,session_close,154.17,155.81,0.032858,ob_prox
2026-06-11,11:00,COINUSDT,SHORT,155.27,157.3105,151.1891,10.9837,16.9813,16.8304,-0.1443,0.0066,-0.1509,-1.0,loss,155.27,156.78,0.015152,ob_prox
2026-06-12,10:15,COINUSDT,LONG,160.56,154.2992,173.0815,3.6688,16.8304,16.8108,-0.0174,0.0022,-0.0196,-0.1214,session_close,154.83,160.56,0.015538,ob_prox
2026-06-16,12:00,COINUSDT,LONG,170.11,168.4907,173.3487,15.0107,16.8108,16.748,-0.0538,0.009,-0.0628,-0.3767,session_close,168.97,170.11,0.013136,ob_prox
2026-06-18,12:15,COINUSDT,SHORT,163.98,165.4266,161.0868,16.1373,16.748,17.023,0.2847,0.0097,0.275,2.0,win,163.98,164.95,0.018401,ob_prox
2026-06-22,14:45,COINUSDT,SHORT,165.12,166.2078,162.9443,21.9631,17.023,17.0178,0.008,0.0132,-0.0052,0.0552,session_close,165.12,165.77,0.00934,ob_prox
2026-06-23,13:00,COINUSDT,SHORT,160.01,161.8777,156.2747,12.3928,17.0178,17.1436,0.1332,0.0074,0.1258,0.9209,session_close,160.01,161.44,0.010123,ob_prox
2026-06-24,12:30,COINUSDT,SHORT,152.08,153.3398,149.5604,17.5911,17.1436,17.3435,0.2105,0.0106,0.1999,1.4447,session_close,152.08,152.89,0.021432,ob_prox
2026-06-25,15:00,COINUSDT,SHORT,142.73,144.3461,139.4977,13.0195,17.3435,17.333,-0.0027,0.0078,-0.0105,-0.0186,session_close,142.73,143.88,0.021941,ob_prox
2026-06-29,11:15,COINUSDT,LONG,148.01,146.3329,151.3642,13.0024,17.333,17.6199,0.2947,0.0078,0.2869,2.0,win,146.76,148.01,0.014476,ob_prox
