session_date,side,entry,exit,sl,notional_usdt,pnl_usdt_gross,fee_usdt,pnl_usdt,outcome,hold_minutes,wallet_after,entry_ms
2026-03-02,SHORT,174.2649,177.7502,177.7502,556.1687,-11.1234,0.4449,-11.5683,loss,2.0,1297.0639,1772461860000
2026-03-02,LONG,177.8993,178.9568,174.3413,551.2522,3.277,0.441,2.836,win,6.0,1299.8999,1772462160000
2026-03-02,LONG,179.9048,179.5718,176.3067,552.4575,-1.0226,0.442,-1.4646,loss,5.0,1298.4353,1772463060000
2026-03-02,LONG,181.826,184.1251,178.1895,551.835,6.9778,0.4415,6.5363,win,13.0,1304.9716,1772464080000
2026-03-02,LONG,184.6829,184.8195,180.9892,554.6129,0.4104,0.4437,-0.0333,win,14.0,1304.9383,1772465940000
2026-03-02,SHORT,181.9131,182.7202,185.5514,554.5988,-2.4605,0.4437,-2.9042,loss,9.0,1302.0341,1772475720000
2026-03-03,SHORT,183.3595,178.7386,187.0267,553.3645,13.9456,0.4427,13.5029,win,1.0,1315.537,1772548200000
2026-03-03,SHORT,181.2994,176.269,184.9254,559.1032,15.5132,0.4473,15.0659,win,17.0,1330.6029,1772548560000
2026-03-03,SHORT,176.869,176.4,180.4064,565.5062,1.4997,0.4524,1.0473,win,13.0,1331.6502,1772549760000
2026-03-03,SHORT,174.4827,173.5978,177.9723,565.9513,2.8703,0.4528,2.4175,win,8.0,1334.0677,1772551080000
2026-03-03,LONG,179.833,180.3853,176.2363,566.9788,1.7413,0.4536,1.2877,win,14.0,1335.3554,1772553900000
2026-03-03,LONG,181.4171,181.0003,177.7887,567.526,-1.3037,0.454,-1.7577,loss,17.0,1333.5977,1772554980000
2026-03-03,LONG,183.0705,184.7898,179.4091,566.779,5.3228,0.4534,4.8694,win,34.0,1338.4671,1772562060000
2026-03-03,LONG,186.3274,184.9187,182.6008,568.8485,-4.3005,0.4551,-4.7556,loss,5.0,1333.7115,1772565780000
2026-03-03,SHORT,183.6156,183.2947,187.2879,566.8274,0.9905,0.4535,0.537,win,1097.0,1334.2485,1772568780000
2026-03-04,LONG,184.5687,203.5286,180.8774,567.0556,58.251,0.4536,57.7974,win,5.0,1392.0459,1772634660000
2026-03-04,LONG,193.7682,199.0845,189.8928,591.6195,16.232,0.4733,15.7587,win,5.0,1407.8046,1772635260000
2026-03-04,LONG,197.6597,203.737,193.7065,598.317,18.396,0.4787,17.9173,win,13.0,1425.7219,1772635860000
2026-03-04,LONG,203.1325,205.1654,199.0698,605.9318,6.0641,0.4847,5.5794,win,8.0,1431.3013,1772636760000
2026-03-04,LONG,206.1821,207.2586,202.0585,608.3031,3.1758,0.4866,2.6892,win,16.0,1433.9905,1772637360000
2026-03-04,LONG,207.2574,208.0621,203.1123,609.446,2.3661,0.4876,1.8785,win,36.0,1435.869,1772638560000
2026-03-04,LONG,209.7196,210.3734,205.5252,610.2443,1.9025,0.4882,1.4143,win,63.0,1437.2833,1772641080000
2026-03-04,LONG,211.5104,209.9667,207.2802,610.8454,-4.4583,0.4887,-4.947,loss,22.0,1432.3363,1772651580000
2026-03-04,SHORT,208.9412,207.5573,213.12,608.7429,4.032,0.487,3.545,win,1060.0,1435.8813,1772657460000
2026-03-05,LONG,211.7994,210.9488,207.5634,610.2496,-2.4508,0.4882,-2.939,loss,5.0,1432.9423,1772721360000
2026-03-05,LONG,212.3179,211.7523,208.0715,609.0005,-1.6222,0.4872,-2.1094,loss,8.0,1430.8329,1772722440000
2026-03-05,SHORT,206.0626,206.4686,210.1838,608.104,-1.1983,0.4865,-1.6848,loss,7.0,1429.1481,1772726760000
2026-03-05,SHORT,205.3358,206.1158,209.4425,607.3879,-2.3074,0.4859,-2.7933,loss,16.0,1426.3548,1772727360000
2026-03-05,LONG,208.3327,206.7626,204.1661,606.2008,-4.5688,0.485,-5.0538,loss,11.0,1421.301,1772730300000
2026-03-05,SHORT,204.624,203.5454,208.7165,604.0529,3.184,0.4832,2.7008,win,42.0,1424.0018,1772731920000
2026-03-05,LONG,204.014,203.3005,199.9337,605.2008,-2.1166,0.4842,-2.6008,loss,20.0,1421.401,1772737560000
2026-03-05,LONG,204.79,204.9373,200.6942,604.0954,0.4344,0.4833,-0.0489,win,1095.0,1421.3521,1772741700000
2026-03-06,SHORT,204.1589,200.0678,208.242,604.0746,12.1047,0.4833,11.6214,win,6.0,1432.9735,1772807460000
2026-03-06,SHORT,201.3266,197.5882,205.3531,609.0137,11.3088,0.4872,10.8216,win,20.0,1443.7951,1772808060000
2026-03-06,SHORT,196.7906,197.9712,200.7264,613.6129,-3.6812,0.4909,-4.1721,loss,5.0,1439.623,1772809620000
2026-03-06,SHORT,196.1719,196.9531,200.0953,611.8398,-2.4365,0.4895,-2.926,loss,6.0,1436.697,1772812200000
2026-03-06,SHORT,195.704,196.4088,199.6181,610.5962,-2.1989,0.4885,-2.6874,loss,14.0,1434.0096,1772818560000
2026-03-06,SHORT,195.7179,196.812,199.6322,609.4541,-3.407,0.4876,-3.8946,loss,8.0,1430.115,1772827860000
2026-03-09,LONG,198.0634,201.7133,194.1022,607.7989,11.2003,0.4862,10.7141,win,8.0,1440.8291,1773063000000
2026-03-09,LONG,200.423,202.0406,196.4145,612.3524,4.9425,0.4899,4.4526,win,5.0,1445.2817,1773063660000
2026-03-09,SHORT,195.5673,194.4634,199.4786,614.2447,3.4672,0.4914,2.9758,win,8.0,1448.2575,1773065340000
2026-03-09,SHORT,195.1464,196.5499,199.0493,615.5094,-4.4268,0.4924,-4.9192,loss,11.0,1443.3383,1773072900000
2026-03-09,SHORT,195.1623,195.4915,199.0655,613.4188,-1.0348,0.4907,-1.5255,loss,34.0,1441.8128,1773078120000
2026-03-09,LONG,196.3356,199.5904,192.4089,612.7704,10.1584,0.4902,9.6682,win,22.0,1451.481,1773083940000
2026-03-10,LONG,200.9786,204.4512,196.9591,616.8794,10.6586,0.4935,10.1651,win,1.0,1461.6461,1773149400000
2026-03-10,SHORT,196.5516,198.0317,200.4827,621.1996,-4.6777,0.497,-5.1747,loss,1.0,1456.4714,1773150300000
2026-03-10,LONG,200.7744,199.4515,196.759,619.0003,-4.0787,0.4952,-4.5739,loss,19.0,1451.8975,1773162420000
2026-03-10,SHORT,198.2619,198.5458,202.2271,617.0564,-0.8835,0.4936,-1.3771,loss,7.0,1450.5204,1773164160000
2026-03-10,SHORT,197.3286,197.6486,201.2751,616.4712,-0.9999,0.4932,-1.4931,loss,13.0,1449.0273,1773166440000
2026-03-11,LONG,198.5272,201.6637,194.5566,615.8366,9.7295,0.4927,9.2368,win,11.0,1458.2641,1773235800000
2026-03-11,SHORT,194.1068,194.1811,197.9889,619.7622,-0.2374,0.4958,-0.7332,loss,25.0,1457.5309,1773243000000
2026-03-11,LONG,196.5575,197.1501,192.6264,619.4506,1.8675,0.4956,1.3719,win,66.0,1458.9028,1773246660000
2026-03-11,LONG,198.7918,197.2294,194.8159,620.0337,-4.8729,0.496,-5.3689,loss,21.0,1453.5339,1773255120000
2026-03-11,LONG,199.0778,197.4874,195.0962,617.7519,-4.9353,0.4942,-5.4295,loss,1056.0,1448.1044,1773258840000
2026-03-12,SHORT,197.3562,195.7838,201.3033,615.4444,4.9032,0.4924,4.4108,win,5.0,1452.5152,1773322260000
2026-03-12,SHORT,196.0019,195.8746,199.9219,617.319,0.401,0.4939,-0.0929,win,7.0,1452.4223,1773323040000
2026-03-12,SHORT,194.5469,195.2698,198.4378,617.2795,-2.2936,0.4938,-2.7874,loss,5.0,1449.6349,1773323760000
2026-03-12,SHORT,193.6272,194.4432,197.4997,616.0948,-2.5965,0.4929,-3.0894,loss,14.0,1446.5455,1773325920000
2026-03-12,LONG,196.138,196.4061,192.2152,614.7818,0.8403,0.4918,0.3485,win,18.0,1446.894,1773329280000
2026-03-12,SHORT,194.1736,195.5923,198.057,614.93,-4.4931,0.4919,-4.985,loss,9.0,1441.909,1773331680000
2026-03-12,SHORT,193.4998,194.2618,197.3698,612.8113,-2.413,0.4902,-2.9032,loss,23.0,1439.0058,1773342420000
2026-03-13,LONG,195.0618,204.6397,191.1606,611.5775,30.0295,0.4893,29.5402,win,1.0,1468.546,1773408600000
2026-03-13,LONG,197.937,199.9872,193.9783,624.132,6.4646,0.4993,5.9653,win,6.0,1474.5113,1773408960000
2026-03-13,LONG,200.1775,200.0864,196.174,626.6673,-0.2853,0.5013,-0.7866,loss,5.0,1473.7247,1773409560000
2026-03-13,LONG,201.5206,200.7014,197.4901,626.333,-2.5458,0.5011,-3.0469,loss,11.0,1470.6778,1773414780000
2026-03-13,SHORT,198.0226,199.5235,201.9831,625.0381,-4.7375,0.5,-5.2375,loss,4.0,1465.4403,1773416580000
2026-03-13,SHORT,196.5388,197.0237,200.4696,622.8121,-1.5366,0.4982,-2.0348,loss,19.0,1463.4055,1773418380000
2026-03-13,LONG,199.6399,198.2214,195.6471,621.9473,-4.4189,0.4976,-4.9165,loss,2.0,1458.489,1773420840000
2026-03-13,SHORT,196.087,195.4814,200.0088,619.8578,1.9144,0.4959,1.4185,win,120.0,1459.9075,1773424020000
2026-03-16,LONG,196.1029,204.471,192.1808,620.4607,26.4764,0.4964,25.98,win,1.0,1485.8875,1773667800000
2026-03-16,LONG,199.032,202.8342,195.0514,631.5022,12.064,0.5052,11.5588,win,5.0,1497.4463,1773668160000
2026-03-16,LONG,201.3327,200.9792,197.306,636.4147,-1.1174,0.5091,-1.6265,loss,5.0,1495.8198,1773668760000
2026-03-16,LONG,202.9528,204.2627,198.8937,635.7234,4.1032,0.5086,3.5946,win,18.0,1499.4144,1773669780000
2026-03-16,SHORT,201.7898,201.2573,205.8256,637.2511,1.6818,0.5098,1.172,win,67.0,1500.5864,1773676380000
2026-03-16,LONG,202.3609,203.489,198.3137,637.7492,3.5552,0.5102,3.045,win,87.0,1503.6314,1773682260000
2026-03-16,SHORT,202.8115,204.3216,206.8677,639.0433,-4.7582,0.5112,-5.2694,loss,6.0,1498.362,1773687840000
2026-03-17,LONG,204.5044,207.6752,200.4144,636.8039,9.8734,0.5094,9.364,win,6.0,1507.726,1773754200000
2026-03-17,LONG,206.7552,207.209,202.6201,640.7835,1.4064,0.5126,0.8938,win,5.0,1508.6198,1773754860000
2026-03-17,LONG,208.2674,207.5066,204.102,641.1634,-2.3422,0.5129,-2.8551,loss,18.0,1505.7647,1773758880000
2026-03-17,SHORT,204.7234,206.0856,208.8178,639.95,-4.2582,0.512,-4.7702,loss,48.0,1500.9945,1773761820000
2026-03-17,LONG,207.4047,211.7622,203.2566,637.9227,13.4025,0.5103,12.8922,win,79.0,1513.8867,1773765780000
2026-03-17,LONG,212.6794,211.5142,208.4258,643.4018,-3.5249,0.5147,-4.0396,loss,22.0,1509.8471,1773770760000
2026-03-17,SHORT,210.3967,211.055,214.6047,641.685,-2.0078,0.5133,-2.5211,loss,21.0,1507.326,1773776040000
2026-03-18,SHORT,209.5457,205.511,213.7366,640.6135,12.3345,0.5125,11.822,win,4.0,1519.148,1773840600000
2026-03-18,SHORT,207.7031,206.9827,211.8572,645.6379,2.2394,0.5165,1.7229,win,6.0,1520.8709,1773840960000
2026-03-18,SHORT,206.5217,202.7693,210.6522,646.3701,11.7444,0.5171,11.2273,win,74.0,1532.0982,1773841560000
2026-03-18,SHORT,202.1223,203.1322,206.1648,651.1417,-3.2533,0.5209,-3.7742,loss,25.0,1528.324,1773851100000
2026-03-18,LONG,203.525,207.328,199.4545,649.5377,12.1369,0.5196,11.6173,win,68.0,1539.9413,1773853860000
2026-03-18,LONG,208.4613,207.0602,204.2921,654.4751,-4.399,0.5236,-4.9226,loss,5.0,1535.0187,1773858960000
2026-03-18,SHORT,205.2024,194.1206,209.3064,652.3829,35.2312,0.5219,34.7093,win,1117.0,1569.728,1773860100000
2026-03-19,SHORT,200.0147,194.1408,204.015,667.1344,19.5919,0.5337,19.0582,win,5.0,1588.7862,1773927360000
2026-03-19,SHORT,197.1738,198.0518,201.1173,675.2341,-3.0069,0.5402,-3.5471,loss,5.0,1585.2391,1773927960000
2026-03-19,SHORT,196.4472,196.2475,200.3762,673.7266,0.6849,0.539,0.1459,win,50.0,1585.385,1773937980000
2026-03-19,LONG,197.816,203.8659,193.8597,673.7886,20.6069,0.539,20.0679,win,93.0,1605.4529,1773942720000
2026-03-20,SHORT,201.6429,201.3077,205.6758,682.3175,1.1343,0.5459,0.5884,win,5.0,1606.0413,1774013460000
2026-03-20,SHORT,200.6407,201.9528,204.6535,682.5676,-4.4638,0.5461,-5.0099,loss,7.0,1601.0314,1774014060000
2026-03-20,SHORT,199.696,200.1182,203.6899,680.4383,-1.4388,0.5444,-1.9832,loss,7.0,1599.0482,1774015020000
2026-03-20,SHORT,198.6282,199.7856,202.6008,679.5955,-3.9599,0.5437,-4.5036,loss,3.0,1594.5446,1774015680000
2026-03-20,SHORT,199.1383,200.4408,203.1211,677.6815,-4.4324,0.5421,-4.9745,loss,4.0,1589.5701,1774019940000
2026-03-20,SHORT,199.3253,196.943,203.3118,675.5673,8.0741,0.5405,7.5336,win,91.0,1597.1037,1774024260000
2026-03-20,SHORT,195.8066,196.4491,199.7227,678.7691,-2.2275,0.543,-2.7705,loss,23.0,1594.3332,1774030980000
2026-03-23,LONG,198.1824,199.1142,194.2188,677.5916,3.1858,0.5421,2.6437,win,1.0,1596.9769,1774272600000
2026-03-23,LONG,198.8203,200.6915,194.8439,678.7152,6.3879,0.543,5.8449,win,10.0,1602.8218,1774272960000
2026-03-23,LONG,201.103,201.6538,197.081,681.1993,1.8656,0.545,1.3206,win,5.0,1604.1424,1774273860000
2026-03-23,LONG,203.7162,202.0902,199.6419,681.7605,-5.4416,0.5454,-5.987,loss,4.0,1598.1554,1774275840000
2026-03-23,SHORT,200.1486,199.2312,204.1516,679.216,3.1134,0.5434,2.57,win,16.0,1600.7254,1774280100000
2026-03-23,SHORT,198.3714,197.7797,202.3388,680.3083,2.0293,0.5442,1.4851,win,12.0,1602.2105,1774281360000
2026-03-23,LONG,199.6389,201.4454,195.6462,680.9395,6.1617,0.5448,5.6169,win,53.0,1607.8274,1774287300000
2026-03-23,LONG,203.171,202.2986,199.1076,683.3266,-2.9344,0.5467,-3.4811,loss,40.0,1604.3463,1774290960000
2026-03-23,SHORT,201.3909,199.3622,205.4187,681.8472,6.8683,0.5455,6.3228,win,1063.0,1610.6691,1774295280000
2026-03-24,SHORT,200.0579,196.0157,204.0591,684.5344,13.8312,0.5476,13.2836,win,22.0,1623.9527,1774359480000
2026-03-24,SHORT,195.8202,183.9298,199.7366,690.1799,41.9086,0.5521,41.3565,win,50.0,1665.3092,1774360860000
2026-03-24,SHORT,184.7569,185.4922,188.452,707.7564,-2.8168,0.5662,-3.383,loss,5.0,1661.9262,1774364160000
2026-03-24,SHORT,183.7712,185.099,187.4467,706.3186,-5.1033,0.5651,-5.6684,loss,9.0,1656.2578,1774365000000
2026-03-24,SHORT,183.7759,182.6294,187.4515,703.9096,4.3914,0.5631,3.8283,win,7.0,1660.0861,1774366140000
2026-03-24,SHORT,181.9111,178.9301,185.5493,705.5366,11.5616,0.5644,10.9972,win,77.0,1671.0833,1774370280000
2026-03-24,LONG,180.7691,182.7958,177.1537,710.2104,7.9628,0.5682,7.3946,win,32.0,1678.4779,1774376100000
2026-03-25,LONG,183.02,185.3651,179.3596,713.3531,9.1405,0.5707,8.5698,win,1.0,1687.0477,1774445400000
2026-03-25,LONG,184.2813,188.5792,180.5957,716.9953,16.7221,0.5736,16.1485,win,8.0,1703.1962,1774445760000
2026-03-25,LONG,186.9852,187.6963,183.2455,723.8584,2.7527,0.5791,2.1736,win,13.0,1705.3698,1774446360000
2026-03-25,SHORT,185.5987,185.472,189.3107,724.7822,0.4948,0.5798,-0.085,win,16.0,1705.2848,1774451280000
2026-03-25,SHORT,184.3683,183.8189,188.0556,724.746,2.1596,0.5798,1.5798,win,44.0,1706.8646,1774453140000
2026-03-25,LONG,185.0708,184.7104,181.3693,725.4175,-1.4125,0.5803,-1.9928,loss,16.0,1704.8718,1774456200000
2026-03-25,SHORT,182.8999,181.5811,186.5579,724.5705,5.2245,0.5797,4.6448,win,24.0,1709.5166,1774459140000
2026-03-25,SHORT,180.903,181.6819,184.5211,726.5446,-3.1282,0.5812,-3.7094,loss,11.0,1705.8072,1774460820000
2026-03-25,LONG,182.4508,181.4864,178.8018,724.9681,-3.832,0.58,-4.412,loss,32.0,1701.3952,1774466640000
2026-03-26,SHORT,180.7757,175.6339,184.3912,723.093,20.567,0.5785,19.9885,win,6.0,1721.3837,1774531800000
2026-03-26,SHORT,177.796,177.1762,181.3519,731.5881,2.5505,0.5853,1.9652,win,5.0,1723.3489,1774532460000
2026-03-26,SHORT,175.7884,177.0451,179.3042,732.4233,-5.236,0.5859,-5.8219,loss,2.0,1717.527,1774536840000
2026-03-26,SHORT,174.9656,174.9485,178.4649,729.949,0.0712,0.584,-0.5128,win,40.0,1717.0142,1774538040000
2026-03-26,SHORT,173.5322,173.3962,177.0028,729.731,0.5719,0.5838,-0.0119,win,72.0,1717.0023,1774541400000
2026-03-26,LONG,173.9758,172.9651,170.4963,729.726,-4.2394,0.5838,-4.8232,loss,52.0,1712.1791,1774546380000
2026-03-26,SHORT,172.7881,173.7792,176.2439,727.6761,-4.1739,0.5821,-4.756,loss,14.0,1707.4231,1774549560000
2026-03-26,LONG,174.5712,173.5107,171.0798,725.6548,-4.4081,0.5805,-4.9886,loss,17.0,1702.4345,1774553760000
2026-03-27,SHORT,172.6611,161.3909,176.1143,723.5347,47.2277,0.5788,46.6489,win,60.0,1749.0834,1774618200000
2026-03-27,SHORT,161.0747,162.1267,164.2962,743.3604,-4.8549,0.5947,-5.4496,loss,17.0,1743.6338,1774622100000
2026-03-27,SHORT,160.559,161.2195,163.7702,741.0444,-3.0486,0.5928,-3.6414,loss,8.0,1739.9924,1774624500000
2026-03-27,LONG,163.1425,162.2118,159.8796,739.4968,-4.2184,0.5916,-4.81,loss,26.0,1735.1824,1774626300000
2026-03-27,SHORT,161.1915,162.4291,164.4153,737.4525,-5.6623,0.59,-6.2523,loss,26.0,1728.9301,1774629600000
2026-03-27,SHORT,160.9089,162.0864,164.1271,734.7953,-5.377,0.5878,-5.9648,loss,12.0,1722.9653,1774633800000
2026-03-27,LONG,163.1433,162.1325,159.8804,732.2603,-4.5371,0.5858,-5.1229,loss,23.0,1717.8424,1774636440000
2026-03-27,SHORT,161.2739,161.8142,164.4994,730.083,-2.4459,0.5841,-3.03,loss,3985.0,1714.8124,1774638300000
2026-03-30,LONG,162.2538,165.0093,159.0087,728.7953,12.3769,0.583,11.7939,win,5.0,1726.6063,1774877460000
2026-03-30,LONG,164.3435,163.5312,161.0566,733.8077,-3.6269,0.587,-4.2139,loss,5.0,1722.3924,1774878060000
2026-03-30,LONG,163.3138,163.5808,160.0476,732.0168,1.1966,0.5856,0.611,win,12.0,1723.0034,1774882620000
2026-03-30,SHORT,161.8459,159.7982,165.0828,732.2764,9.2646,0.5858,8.6788,win,163.0,1731.6822,1774889580000
2026-03-30,LONG,160.5919,164.2157,157.3801,735.9649,16.607,0.5888,16.0182,win,1061.0,1747.7004,1774900500000
2026-03-31,LONG,162.8937,166.2691,159.6358,742.7727,15.3916,0.5942,14.7974,win,15.0,1762.4978,1774964460000
2026-03-31,LONG,166.383,166.4576,163.0554,749.0616,0.3358,0.5992,-0.2634,win,6.0,1762.2344,1774965660000
2026-03-31,LONG,167.374,168.1043,164.0265,748.9496,3.2681,0.5992,2.6689,win,21.0,1764.9033,1774966500000
2026-03-31,SHORT,165.2741,165.947,168.5796,750.0839,-3.0539,0.6001,-3.654,loss,9.0,1761.2493,1774968720000
2026-03-31,LONG,168.6202,171.368,165.2478,748.531,12.1979,0.5988,11.5991,win,8.0,1772.8484,1774975080000
2026-03-31,LONG,170.6972,172.4493,167.2833,753.4606,7.7336,0.6028,7.1308,win,16.0,1779.9792,1774975860000
2026-03-31,LONG,173.0083,173.4016,169.5481,756.4912,1.7198,0.6052,1.1146,win,18.0,1781.0938,1774977060000
2026-03-31,LONG,174.3618,174.4432,170.8746,756.9649,0.3534,0.6056,-0.2522,win,92.0,1780.8416,1774981680000
2026-04-01,LONG,175.7989,177.8358,172.283,756.8577,8.7694,0.6055,8.1639,win,1.0,1789.0055,1775050200000
2026-04-01,LONG,176.5985,176.0205,173.0665,760.3273,-2.4885,0.6083,-3.0968,loss,5.0,1785.9087,1775050560000
2026-04-01,SHORT,173.0085,173.2651,176.4686,759.0112,-1.1259,0.6072,-1.7331,loss,5.0,1784.1756,1775051160000
2026-04-01,LONG,176.5564,175.1971,173.0253,758.2746,-5.838,0.6066,-6.4446,loss,5.0,1777.731,1775060580000
2026-04-01,LONG,177.4389,176.2784,173.8902,755.5357,-4.9416,0.6044,-5.546,loss,32.0,1772.185,1775062980000
2026-04-01,SHORT,175.7287,173.9808,179.2433,753.1786,7.4917,0.6025,6.8892,win,90.0,1779.0742,1775066100000
2026-04-02,SHORT,172.7142,164.9693,176.1685,756.1065,33.9056,0.6049,33.3007,win,17.0,1812.3749,1775136600000
2026-04-02,SHORT,166.7289,165.4733,170.0634,770.2593,5.8006,0.6162,5.1844,win,8.0,1817.5593,1775137860000
2026-04-02,SHORT,165.5332,165.3826,168.8438,772.4627,0.7029,0.618,0.0849,win,5.0,1817.6442,1775138460000
2026-04-02,LONG,169.0204,171.249,165.64,772.4988,10.1857,0.618,9.5677,win,5.0,1827.2119,1775140560000
2026-04-02,LONG,172.569,171.2192,169.1176,776.5651,-6.0742,0.6213,-6.6955,loss,3.0,1820.5164,1775143680000
2026-04-02,LONG,172.3909,171.0307,168.943,773.7195,-6.1045,0.619,-6.7235,loss,12.0,1813.7929,1775148600000
2026-04-02,SHORT,170.7625,171.7834,174.1778,770.862,-4.6083,0.6167,-5.225,loss,65.0,1808.5679,1775152080000
2026-04-06,LONG,172.1343,174.5226,168.6916,768.6414,10.6645,0.6149,10.0496,win,1.0,1818.6175,1775482200000
2026-04-06,LONG,173.5167,176.3082,170.0464,772.9124,12.4341,0.6183,11.8158,win,5.0,1830.4333,1775482560000
2026-04-06,LONG,175.3588,175.088,171.8517,777.9342,-1.2015,0.6223,-1.8238,loss,9.0,1828.6095,1775483160000
2026-04-06,LONG,176.2675,175.336,172.7422,777.159,-4.107,0.6217,-4.7287,loss,1.0,1823.8808,1775484000000
2026-04-06,LONG,177.7436,176.3578,174.1888,775.1493,-6.0438,0.6201,-6.6639,loss,12.0,1817.2169,1775493840000
2026-04-06,SHORT,176.0733,175.0896,179.5947,772.3172,4.3147,0.6179,3.6968,win,69.0,1820.9137,1775494860000
2026-04-06,LONG,175.66,175.217,172.1468,773.8883,-1.9517,0.6191,-2.5708,loss,90.0,1818.3429,1775499060000
2026-04-06,SHORT,174.9126,170.6846,178.4108,772.7957,18.6798,0.6182,18.0616,win,1077.0,1836.4045,1775505420000
2026-04-07,SHORT,170.7098,167.4389,174.124,780.4719,14.9545,0.6244,14.3301,win,25.0,1850.7346,1775570160000
2026-04-07,SHORT,166.8218,168.0134,170.1583,786.5622,-5.6184,0.6292,-6.2476,loss,11.0,1844.487,1775572500000
2026-04-07,SHORT,166.3927,167.5498,169.7206,783.907,-5.4511,0.6271,-6.0782,loss,11.0,1838.4088,1775574300000
2026-04-07,LONG,168.865,171.983,165.4877,781.3237,14.4269,0.6251,13.8018,win,31.0,1852.2106,1775576100000
2026-04-07,LONG,171.1615,173.3123,167.7383,787.1895,9.8918,0.6298,9.262,win,46.0,1861.4726,1775578260000
2026-04-07,SHORT,171.5879,172.872,175.0197,791.1259,-5.9204,0.6329,-6.5533,loss,15.0,1854.9193,1775582400000
2026-04-07,LONG,173.5981,172.3798,170.1262,788.3407,-5.5325,0.6307,-6.1632,loss,54.0,1848.7561,1775583360000
2026-04-07,SHORT,171.914,172.2067,175.3523,785.7213,-1.3377,0.6286,-1.9663,loss,38.0,1846.7898,1775587200000
2026-04-07,LONG,172.9741,187.8352,169.5146,784.8857,67.4336,0.6279,66.8057,win,1090.0,1913.5955,1775589660000
2026-04-08,LONG,178.861,183.7283,175.2837,813.2781,22.1318,0.6506,21.4812,win,5.0,1935.0767,1775655360000
2026-04-08,LONG,181.3936,182.161,177.7657,822.4076,3.479,0.6579,2.8211,win,5.0,1937.8978,1775655960000
2026-04-08,SHORT,178.0625,178.3757,181.6238,823.6066,-1.4484,0.6589,-2.1073,loss,9.0,1935.7905,1775660100000
2026-04-08,LONG,180.6894,179.6314,177.0756,822.711,-4.8175,0.6582,-5.4757,loss,41.0,1930.3148,1775663340000
2026-04-08,SHORT,178.8366,179.3635,182.4133,820.3838,-2.4173,0.6563,-3.0736,loss,29.0,1927.2412,1775668020000
2026-04-08,SHORT,178.1742,174.4747,181.7377,819.0775,17.0069,0.6553,16.3516,win,61.0,1943.5928,1775672280000
2026-04-08,SHORT,173.8775,174.9787,177.355,826.0269,-5.2316,0.6608,-5.8924,loss,13.0,1937.7004,1775676120000
2026-04-09,LONG,175.956,174.9094,172.4369,823.5227,-4.8981,0.6588,-5.5569,loss,2.0,1932.1435,1775741400000
2026-04-09,SHORT,173.2242,170.6544,176.6887,821.161,12.1819,0.6569,11.525,win,23.0,1943.6685,1775741760000
2026-04-09,SHORT,170.3498,167.8824,173.7568,826.0591,11.9651,0.6608,11.3043,win,34.0,1954.9728,1775743260000
2026-04-09,LONG,170.5519,170.5942,167.1408,830.8634,0.2065,0.6647,-0.4582,win,18.0,1954.5146,1775747520000
2026-04-09,LONG,171.6826,174.5325,168.2489,830.6687,13.789,0.6645,13.1245,win,42.0,1967.6391,1775748720000
2026-04-09,LONG,175.138,173.8282,171.6353,836.2466,-6.2543,0.669,-6.9233,loss,11.0,1960.7158,1775751420000
2026-04-09,SHORT,171.9176,172.9627,175.356,833.3042,-5.0657,0.6666,-5.7323,loss,19.0,1954.9835,1775753280000
2026-04-09,SHORT,172.0055,169.9387,175.4456,830.868,9.9835,0.6647,9.3188,win,65.0,1964.3023,1775757720000
2026-04-09,SHORT,168.6162,169.6766,171.9886,834.8285,-5.2501,0.6679,-5.918,loss,1075.0,1958.3843,1775763300000
2026-04-10,LONG,170.0753,166.6738,166.6738,832.3133,-16.6463,0.6659,-17.3122,loss,3.0,1941.0721,1775827860000
2026-04-10,SHORT,167.4319,166.0579,170.7805,824.9556,6.7697,0.66,6.1097,win,5.0,1947.1818,1775828160000
2026-04-10,SHORT,166.0747,164.6266,169.3962,827.5523,7.2159,0.662,6.5539,win,6.0,1953.7357,1775828760000
2026-04-10,SHORT,164.918,164.5661,168.2164,830.3377,1.7719,0.6643,1.1076,win,17.0,1954.8433,1775829360000
2026-04-10,LONG,168.3916,167.9357,165.0237,830.8084,-2.2493,0.6646,-2.9139,loss,11.0,1951.9294,1775831580000
2026-04-10,LONG,168.0343,167.7075,164.6736,829.57,-1.6133,0.6637,-2.277,loss,75.0,1949.6524,1775837520000
2026-04-10,SHORT,167.2436,167.9832,170.5885,828.6023,-3.6644,0.6629,-4.3273,loss,18.0,1945.3251,1775842440000
2026-04-10,SHORT,166.6036,167.7715,169.9356,826.7632,-5.7959,0.6614,-6.4573,loss,34.0,1938.8678,1775846460000
2026-04-10,LONG,167.8085,166.9536,164.4523,824.0188,-4.1979,0.6592,-4.8571,loss,3973.0,1934.0107,1775848620000
2026-04-13,SHORT,166.9935,165.8966,170.3334,821.9545,5.3988,0.6576,4.7412,win,10.0,1938.7519,1776087060000
2026-04-13,LONG,168.1897,171.7549,164.8259,823.9696,17.466,0.6592,16.8068,win,16.0,1955.5587,1776088020000
2026-04-13,LONG,171.9182,171.2192,168.4798,831.1124,-3.379,0.6649,-4.0439,loss,9.0,1951.5148,1776089160000
2026-04-13,LONG,173.5165,172.7568,170.0462,829.3938,-3.6313,0.6635,-4.2948,loss,6.0,1947.22,1776090600000
